term,year,date,pmid,pmcid,link,title,journal,authors,abstract
Illumina Hiseq,2013,2013/3/1:2013/3/31,23544121,3609733,https://www.ncbi.nlm.nih.gov/pubmed/23544121,Genome sequencing unveils a novel sea enterotoxin-carrying PVL phage in Staphylococcus aureus ST772 from India.,PloS one,"Prabhakara S, Khedkar S, Shambat SM, Srinivasan R, Basu A, Norrby-Teglund A, Seshasayee AS, Arakere G","Staphylococcus aureus is a major human pathogen, first recognized as a leading cause of hospital-acquired infections. Community-associated S. aureus (CA-SA) pose a greater threat due to increase in severity of infection and disease among children and healthy adults. CA-SA strains in India are genetically diverse, among which is the sequence type (ST) 772, which has now spread to Australia, Europe and Japan. Towards understanding the genetic characteristics of ST772, we obtained draft genome sequences of five relevant clinical isolates and studied the properties of their PVL-carrying prophages, whose presence is a defining hallmark of CA-SA. We show that this is a novel prophage, which carries the structural genes of the hlb-carrying prophage and includes the sea enterotoxin. This architecture probably emerged early within the ST772 lineage, at least in India. The sea gene, unique to ST772 PVL, despite having promoter sequence characteristics typical of low expression, appears to be highly expressed during early phase of growth in laboratory conditions. We speculate that this might be a consequence of its novel sequence context. The crippled nature of the hlb-converting prophage in ST772 suggests that widespread mobility of the sea enterotoxin might be a selective force behind its 'transfer' to the PVL prophage. Wild type ST772 strains induced strong proliferative responses as well as high cytotoxic activity against neutrophils, likely mediated by superantigen SEA and the PVL toxin respectively. Both proliferation and cytotoxicity were markedly reduced in a cured ST772 strain indicating the impact of the phage on virulence. The presence of SEA alongside the genes for the immune system-modulating PVL toxin may contribute to the success and virulence of ST772."
Illumina Hiseq,2013,2013/3/1:2013/3/31,23502340,3683603,https://www.ncbi.nlm.nih.gov/pubmed/23502340,Higher order asymptotics for negative binomial regression inferences from RNA-sequencing data.,Statistical applications in genetics and molecular biology,"Di Y, Emerson SC, Schafer DW, Kimbrel JA, Chang JH","RNA sequencing (RNA-Seq) is the current method of choice for characterizing transcriptomes and quantifying gene expression changes. This next generation sequencing-based method provides unprecedented depth and resolution. The negative binomial (NB) probability distribution has been shown to be a useful model for frequencies of mapped RNA-Seq reads and consequently provides a basis for statistical analysis of gene expression. Negative binomial exact tests are available for two-group comparisons but do not extend to negative binomial regression analysis, which is important for examining gene expression as a function of explanatory variables and for adjusted group comparisons accounting for other factors. We address the adequacy of available large-sample tests for the small sample sizes typically available from RNA-Seq studies and consider a higher-order asymptotic (HOA) adjustment to likelihood ratio tests. We demonstrate that 1) the HOA-adjusted likelihood ratio test is practically indistinguishable from the exact test in situations where the exact test is available, 2) the type I error of the HOA test matches the nominal specification in regression settings we examined via simulation, and 3) the power of the likelihood ratio test does not appear to be affected by the HOA adjustment. This work helps clarify the accuracy of the unadjusted likelihood ratio test and the degree of improvement available with the HOA adjustment. Furthermore, the HOA test may be preferable even when the exact test is available because it does not require ad hoc library size adjustments."
Illumina Hiseq,2013,2013/3/1:2013/3/31,23645985,3623616,https://www.ncbi.nlm.nih.gov/pubmed/23645985,Butyrate Induced IGF2 Activation Correlated with Distinct Chromatin Signatures Due to Histone Modification.,Gene regulation and systems biology,"Shin JH, Li RW, Gao Y, Bickhart DM, Liu GE, Li W, Wu S, Li CJ","Histone modification has emerged as a very important mechanism regulating the transcriptional status of the genome. Insulin-like growth factor 2 (IGF2) is a peptide hormone controlling various cellular processes, including proliferation and apoptosis. H19 gene is closely linked to IGF2 gene, and IGF2 and H19 are reciprocally regulated imprinted genes. The epigenetic signature of H19 promoter (hypermethylation) on the paternal allele plays a vital role in allowing the expression of the paternal allele of IGF2.46 Our previous studies demonstrate that butyrate regulates the expression of IGF2 as well as genes encoding IGF Binding proteins. To obtain further understanding of histone modification and its regulatory potentials in controlling IGF2/H19 gene expression, we investigated the histone modification status of some key histones associated with the expression of IGF2/H19 genes in bovine cells using RNA-seq in combination with Chip-seq technology. A high-resolution map of the major chromatin modification at the IGF2/H19 locus induced by butyrate was constructed to illustrate the fundamental association of the chromatin modification landscape that may play a role in the activation of the IGF2 gene. High-definition epigenomic landscape mapping revealed that IGF2 and H19 have distinct chromatin modification patterns at their coding and promoter regions, such as TSSs and TTSs. Moreover, the correlation between the differentially methylated regions (DMRs) of IGF2/H19 locus and histone modification (acetylation and methylation) indicated that epigenetic signatures/markers of DNA methylation, histone methylation and histone acetylation were differentially distributed on the expressed IGF2 and silenced H19 genes. Our evidence also suggests that butyrate-induced regional changes of histone acetylation statusin the upstream regulation domain of H19 may be related to the reduced expression of H19 and strong activation of IGF2. Our results provided insights into the mechanism of butyrate-induced loss of imprinting (LOI) of IGF2 and regulation of gene expression by histone modification."
Illumina Hiseq,2013,2013/3/1:2013/3/31,23555660,3608648,https://www.ncbi.nlm.nih.gov/pubmed/23555660,Genomic evaluation of Thermoanaerobacter spp. for the construction of designer co-cultures to improve lignocellulosic biofuel production.,PloS one,"Verbeke TJ, Zhang X, Henrissat B, Spicer V, Rydzak T, Krokhin OV, Fristensky B, Levin DB, Sparling R","The microbial production of ethanol from lignocellulosic biomass is a multi-component process that involves biomass hydrolysis, carbohydrate transport and utilization, and finally, the production of ethanol. Strains of the genus Thermoanaerobacter have been studied for decades due to their innate abilities to produce comparatively high ethanol yields from hemicellulose constituent sugars. However, their inability to hydrolyze cellulose, limits their usefulness in lignocellulosic biofuel production. As such, co-culturing Thermoanaerobacter spp. with cellulolytic organisms is a plausible approach to improving lignocellulose conversion efficiencies and yields of biofuels. To evaluate native lignocellulosic ethanol production capacities relative to competing fermentative end-products, comparative genomic analysis of 11 sequenced Thermoanaerobacter strains, including a de novo genome, Thermoanaerobacter thermohydrosulfuricus WC1, was conducted. Analysis was specifically focused on the genomic potential for each strain to address all aspects of ethanol production mentioned through a consolidated bioprocessing approach. Whole genome functional annotation analysis identified three distinct clades within the genus. The genomes of Clade 1 strains encode the fewest extracellular carbohydrate active enzymes and also show the least diversity in terms of lignocellulose relevant carbohydrate utilization pathways. However, these same strains reportedly are capable of directing a higher proportion of their total carbon flux towards ethanol, rather than non-biofuel end-products, than other Thermoanaerobacter strains. Strains in Clade 2 show the greatest diversity in terms of lignocellulose hydrolysis and utilization, but proportionately produce more non-ethanol end-products than Clade 1 strains. Strains in Clade 3, in which T. thermohydrosulfuricus WC1 is included, show mid-range potential for lignocellulose hydrolysis and utilization, but also exhibit extensive divergence from both Clade 1 and Clade 2 strains in terms of cellular energetics. The potential implications regarding strain selection and suitability for industrial ethanol production through a consolidated bioprocessing co-culturing approach are examined throughout the manuscript."
Illumina Hiseq,2013,2013/3/1:2013/3/31,23499358,3925796,https://www.ncbi.nlm.nih.gov/pubmed/23499358,Chromosome engineering allows the efficient isolation of vertebrate neocentromeres.,Developmental cell,"Shang WH, Hori T, Martins NM, Toyoda A, Misu S, Monma N, Hiratani I, Maeshima K, Ikeo K, Fujiyama A, Kimura H, Earnshaw WC, Fukagawa T","Centromeres are specified by sequence-independent epigenetic mechanisms in most organisms. Rarely, centromere repositioning results in neocentromere formation at ectopic sites. However, the mechanisms governing how and where neocentromeres form are unknown. Here, we established a chromosome-engineering system in chicken DT40 cells that allowed us to efficiently isolate neocentromere-containing chromosomes. Neocentromeres appear to be structurally and functionally equivalent to native centromeres. Chromatin immunoprecipitation sequencing (ChIP-seq) analysis with 18 neocentromeres revealed that the centromere-specific histone H3 variant CENP-A occupies an ∼40 kb region at each neocentromere, which has no preference for specific DNA sequence motifs. Furthermore, we found that neocentromeres were not associated with histone modifications H3K9me3, H3K4me2, and H3K36me3 or with early replication timing. Importantly, low but significant levels of CENP-A are detected around endogenous centromeres, which are capable of seeding neocentromere assembly if the centromere core is removed. In summary, our experimental system provides valuable insights for understanding how neocentromeres form."
Illumina Hiseq,2013,2013/3/1:2013/3/31,23530231,3625347,https://www.ncbi.nlm.nih.gov/pubmed/23530231,Aye-aye population genomic analyses highlight an important center of endemism in northern Madagascar.,Proceedings of the National Academy of Sciences of the United States of America,"Perry GH, Louis EE, Ratan A, Bedoya-Reina OC, Burhans RC, Lei R, Johnson SE, Schuster SC, Miller W","We performed a population genomics study of the aye-aye, a highly specialized nocturnal lemur from Madagascar. Aye-ayes have low population densities and extensive range requirements that could make this flagship species particularly susceptible to extinction. Therefore, knowledge of genetic diversity and differentiation among aye-aye populations is critical for conservation planning. Such information may also advance our general understanding of Malagasy biogeography, as aye-ayes have the largest species distribution of any lemur. We generated and analyzed whole-genome sequence data for 12 aye-ayes from three regions of Madagascar (North, West, and East). We found that the North population is genetically distinct, with strong differentiation from other aye-ayes over relatively short geographic distances. For comparison, the average FST value between the North and East aye-aye populations--separated by only 248 km--is over 2.1-times greater than that observed between human Africans and Europeans. This finding is consistent with prior watershed- and climate-based hypotheses of a center of endemism in northern Madagascar. Taken together, these results suggest a strong and long-term biogeographical barrier to gene flow. Thus, the specific attention that should be directed toward preserving large, contiguous aye-aye habitats in northern Madagascar may also benefit the conservation of other distinct taxonomic units. To help facilitate future ecological- and conservation-motivated population genomic analyses by noncomputational biologists, the analytical toolkit used in this study is available on the Galaxy Web site."
Illumina Hiseq,2013,2013/3/1:2013/3/31,23530188,3625261,https://www.ncbi.nlm.nih.gov/pubmed/23530188,The human placenta methylome.,Proceedings of the National Academy of Sciences of the United States of America,"Schroeder DI, Blair JD, Lott P, Yu HO, Hong D, Crary F, Ashwood P, Walker C, Korf I, Robinson WP, LaSalle JM","Tissue-specific DNA methylation is found at promoters, enhancers, and CpG islands but also over larger genomic regions. In most human tissues, the vast majority of the genome is highly methylated (>70%). Recently, sequencing of bisulfite-treated DNA (MethylC-seq) has revealed large partially methylated domains (PMDs) in some human cell lines. PMDs cover up to 40% of the genome and are associated with gene repression and inactive chromatin marks. However, to date, only cultured cells and cancers have shown evidence for PMDs. Here, we performed MethylC-seq in full-term human placenta and demonstrate it is the first known normal tissue showing clear evidence of PMDs. We found that PMDs cover 37% of the placental genome, are stable throughout gestation and between individuals, and can be observed with lower sensitivity in Illumina 450K Infinium data. RNA-seq analysis confirmed that genes in PMDs are repressed in placenta. Using a hidden Markov model to map placental PMDs genome-wide and compare them to PMDs in other cell lines, we found that genes within placental PMDs have tissue-specific functions. For regulatory regions, methylation levels in promoter CpG islands are actually higher for genes within placental PMDs, despite the lower overall methylation of surrounding regions. Similar to PMDs, polycomb-regulated regions are hypomethylated but smaller and distinct from PMDs, with some being hypermethylated in placenta compared with other tissues. These results suggest that PMDs are a developmentally dynamic feature of the methylome that are relevant for understanding both normal development and cancer and may be of use as epigenetic biomarkers."
Illumina Hiseq,2013,2013/3/1:2013/3/31,23525077,3678719,https://www.ncbi.nlm.nih.gov/pubmed/23525077,Exome and whole-genome sequencing of esophageal adenocarcinoma identifies recurrent driver events and mutational complexity.,Nature genetics,"Dulak AM, Stojanov P, Peng S, Lawrence MS, Fox C, Stewart C, Bandla S, Imamura Y, Schumacher SE, Shefler E, McKenna A, Carter SL, Cibulskis K, Sivachenko A, Saksena G, Voet D, Ramos AH, Auclair D, Thompson K, Sougnez C, Onofrio RC, Guiducci C, Beroukhim R, Zhou Z, Lin L, Lin J, Reddy R, Chang A, Landrenau R, Pennathur A, Ogino S, Luketich JD, Golub TR, Gabriel SB, Lander ES, Beer DG, Godfrey TE, Getz G, Bass AJ","The incidence of esophageal adenocarcinoma (EAC) has risen 600% over the last 30 years. With a 5-year survival rate of ~15%, the identification of new therapeutic targets for EAC is greatly important. We analyze the mutation spectra from whole-exome sequencing of 149 EAC tumor-normal pairs, 15 of which have also been subjected to whole-genome sequencing. We identify a mutational signature defined by a high prevalence of A>C transversions at AA dinucleotides. Statistical analysis of exome data identified 26 significantly mutated genes. Of these genes, five (TP53, CDKN2A, SMAD4, ARID1A and PIK3CA) have previously been implicated in EAC. The new significantly mutated genes include chromatin-modifying factors and candidate contributors SPG20, TLR4, ELMO1 and DOCK2. Functional analyses of EAC-derived mutations in ELMO1 identifies increased cellular invasion. Therefore, we suggest the potential activation of the RAC1 pathway as a contributor to EAC tumorigenesis."
Illumina Hiseq,2013,2013/3/1:2013/3/31,23522120,3614563,https://www.ncbi.nlm.nih.gov/pubmed/23522120,"Exome profiling of primary, metastatic and recurrent ovarian carcinomas in a BRCA1-positive patient.",BMC cancer,"Zhang J, Shi Y, Lalonde E, Li L, Cavallone L, Ferenczy A, Gotlieb WH, Foulkes WD, Majewski J","Ovarian carcinoma is a common, and often deadly, gynecological cancer. Mutations in BRCA1 and BRCA2 genes are present in at least a fifth of patients. Uncovering other genes that become mutated subsequent to BRCA1/BRCA2 inactivation during cancer development will be helpful for more effective treatments."
Illumina Hiseq,2013,2013/3/1:2013/3/31,23533605,3606433,https://www.ncbi.nlm.nih.gov/pubmed/23533605,Compression of FASTQ and SAM format sequencing data.,PloS one,"Bonfield JK, Mahoney MV","Storage and transmission of the data produced by modern DNA sequencing instruments has become a major concern, which prompted the Pistoia Alliance to pose the SequenceSqueeze contest for compression of FASTQ files. We present several compression entries from the competition, Fastqz and Samcomp/Fqzcomp, including the winning entry. These are compared against existing algorithms for both reference based compression (CRAM, Goby) and non-reference based compression (DSRC, BAM) and other recently published competition entries (Quip, SCALCE). The tools are shown to be the new Pareto frontier for FASTQ compression, offering state of the art ratios at affordable CPU costs. All programs are freely available on SourceForge. Fastqz: https://sourceforge.net/projects/fastqz/, fqzcomp: https://sourceforge.net/projects/fqzcomp/, and samcomp: https://sourceforge.net/projects/samcomp/."
Illumina Hiseq,2013,2013/3/1:2013/3/31,23523371,3721642,https://www.ncbi.nlm.nih.gov/pubmed/23523371,Nkx2-1 represses a latent gastric differentiation program in lung adenocarcinoma.,Molecular cell,"Snyder EL, Watanabe H, Magendantz M, Hoersch S, Chen TA, Wang DG, Crowley D, Whittaker CA, Meyerson M, Kimura S, Jacks T","Tissue-specific differentiation programs become dysregulated during cancer evolution. The transcription factor Nkx2-1 is a master regulator of pulmonary differentiation that is downregulated in poorly differentiated lung adenocarcinoma. Here we use conditional murine genetics to determine how the identity of lung epithelial cells changes upon loss of their master cell-fate regulator. Nkx2-1 deletion in normal and neoplastic lungs causes not only loss of pulmonary identity but also conversion to a gastric lineage. Nkx2-1 is likely to maintain pulmonary identity by recruiting transcription factors Foxa1 and Foxa2 to lung-specific loci, thus preventing them from binding gastrointestinal targets. Nkx2-1-negative murine lung tumors mimic mucinous human lung adenocarcinomas, which express gastric markers. Loss of the gastrointestinal transcription factor Hnf4α leads to derepression of the embryonal proto-oncogene Hmga2 in Nkx2-1-negative tumors. These observations suggest that loss of both active and latent differentiation programs is required for tumors to reach a primitive, poorly differentiated state."
Illumina Hiseq,2013,2013/3/1:2013/3/31,23516217,3623000,https://www.ncbi.nlm.nih.gov/pubmed/23516217,"Metagenome sequencing of prokaryotic microbiota collected from Byron Glacier, Alaska.",Genome announcements,"Choudhari S, Smith S, Owens S, Gilbert JA, Shain DH, Dial RJ, Grigoriev A","Cold environments, such as glaciers, are large reservoirs of microbial life. The present study employed 16S rRNA gene amplicon metagenomic sequencing to survey the prokaryotic microbiota on Alaskan glacial ice, revealing a rich and diverse microbial community of some 2,500 species of bacteria and archaea."
Illumina Hiseq,2013,2013/3/1:2013/3/31,23516224,3622997,https://www.ncbi.nlm.nih.gov/pubmed/23516224,"Draft Genome of Pseudomonas stutzeri Strain NF13, a Nitrogen Fixer Isolated from the Galapagos Rift Hydrothermal Vent.",Genome announcements,"Peña A, Busquets A, Gomila M, Mayol J, Bosch R, Nogales B, García-Valdés E, Bennasar A, Lalucat J","Pseudomonas stutzeri strain NF13 was isolated from a water sample taken at a hydrothermal vent in the Galapagos rift. It was selected for its ability to metabolize sulfur compounds and to grow diazotrophically. Here, we report the first draft genome of a member of genomovar 19 of the species."
Illumina Hiseq,2013,2013/3/1:2013/3/31,23516227,3622995,https://www.ncbi.nlm.nih.gov/pubmed/23516227,"Draft genome sequence of Bacillus thuringiensis strain DAR 81934, which exhibits molluscicidal activity.",Genome announcements,"Wang A, Pattemore J, Ash G, Williams A, Hane J","Bacillus thuringiensis has been widely used as a biopesticide for a long time. Its molluscicidal activity, however, is rarely realized. Here, we report the genome sequence of B. thuringiensis strain DAR 81934, a strain with molluscicidal activity against the pest snail Cernuella virgata."
Illumina Hiseq,2013,2013/3/1:2013/3/31,23555283,3605161,https://www.ncbi.nlm.nih.gov/pubmed/23555283,Recurrent rearrangement during adaptive evolution in an interspecific yeast hybrid suggests a model for rapid introgression.,PLoS genetics,"Dunn B, Paulish T, Stanbery A, Piotrowski J, Koniges G, Kroll E, Louis EJ, Liti G, Sherlock G, Rosenzweig F","Genome rearrangements are associated with eukaryotic evolutionary processes ranging from tumorigenesis to speciation. Rearrangements are especially common following interspecific hybridization, and some of these could be expected to have strong selective value. To test this expectation we created de novo interspecific yeast hybrids between two diverged but largely syntenic Saccharomyces species, S. cerevisiae and S. uvarum, then experimentally evolved them under continuous ammonium limitation. We discovered that a characteristic interspecific genome rearrangement arose multiple times in independently evolved populations. We uncovered nine different breakpoints, all occurring in a narrow ~1-kb region of chromosome 14, and all producing an ""interspecific fusion junction"" within the MEP2 gene coding sequence, such that the 5' portion derives from S. cerevisiae and the 3' portion derives from S. uvarum. In most cases the rearrangements altered both chromosomes, resulting in what can be considered to be an introgression of a several-kb region of S. uvarum into an otherwise intact S. cerevisiae chromosome 14, while the homeologous S. uvarum chromosome 14 experienced an interspecific reciprocal translocation at the same breakpoint within MEP2, yielding a chimaeric chromosome; these events result in the presence in the cell of two MEP2 fusion genes having identical breakpoints. Given that MEP2 encodes for a high-affinity ammonium permease, that MEP2 fusion genes arise repeatedly under ammonium-limitation, and that three independent evolved isolates carrying MEP2 fusion genes are each more fit than their common ancestor, the novel MEP2 fusion genes are very likely adaptive under ammonium limitation. Our results suggest that, when homoploid hybrids form, the admixture of two genomes enables swift and otherwise unavailable evolutionary innovations. Furthermore, the architecture of the MEP2 rearrangement suggests a model for rapid introgression, a phenomenon seen in numerous eukaryotic phyla, that does not require repeated backcrossing to one of the parental species."
Illumina Hiseq,2013,2013/3/1:2013/3/31,23584427,3739694,https://www.ncbi.nlm.nih.gov/pubmed/23584427,Transcriptomic analysis of cultured whale skin cells exposed to hexavalent chromium [Cr(VI)].,"Aquatic toxicology (Amsterdam, Netherlands)","Pabuwal V, Boswell M, Pasquali A, Wise SS, Kumar S, Shen Y, Garcia T, Lacerte C, Wise JP, Wise JP, Warren W, Walter RB","Hexavalent chromium Cr(VI) is known to produce cytotoxic effects in humans and is a highly toxic environmental contaminant. Interestingly, it has been shown that free ranging sperm whales (Phyester macrocephalus) may have exceedingly high levels of Cr in their skin. Also, it has been demonstrated that skin cells from whales appear more resistant to both cytotoxicity and clastogenicity upon Cr exposure compared to human cells. However, the molecular genetic mechanisms employed in whale skin cells that might lead to Cr tolerance are unknown. In an effort to understand the underlying mechanisms of Cr(VI) tolerance and to illuminate global gene expression patterns modulated by Cr, we exposed whale skin cells in culture to varying levels of Cr(VI) (i.e., 0.0, 0.5, 1.0 and 5.0 μg/cm²) followed by short read (100 bp) next generation RNA sequencing (RNA-seq). RNA-seq reads from all exposures (≈280 million reads) were pooled to generate a de novo reference transcriptome assembly. The resulting whale reference assembly had 11K contigs and an N50 of 2954 bp. Using the reads from each dose (0.0, 0.5, 1.0 and 5.0 μg/cm²) we performed RNA-seq based gene expression analysis that identified 35 up-regulated genes and 19 down-regulated genes. The experimental results suggest that low dose exposure to Cr (1.0 μg/cm²) serves to induce up-regulation of oxidative stress response genes, DNA repair genes and cell cycle regulator genes. However, at higher doses (5.0 μg/cm²) the DNA repair genes appeared down-regulated while other genes that were induced suggest the initiation of cytotoxicity. The set of genes identified that show regulatory modulation at different Cr doses provide specific candidates for further studies aimed at determination of how whales exhibit resistance to Cr toxicity and what role(s) reactive oxygen species (ROS) may play in this process."
Illumina Hiseq,2013,2013/3/1:2013/3/31,23514938,3669150,https://www.ncbi.nlm.nih.gov/pubmed/23514938,Synthetic DNA: the next generation of big data storage.,Bioengineered,"O' Driscoll A, Sleator RD","With world wide data predicted to exceed 40 trillion gigabytes by 2020, big data storage is a very real and escalating problem. Herein, we discuss the utility of synthetic DNA as a robust and eco-friendly archival data storage solution of the future."
Illumina Hiseq,2013,2013/3/1:2013/3/31,23515261,3649673,https://www.ncbi.nlm.nih.gov/pubmed/23515261,Coevolution and life cycle specialization of plant cell wall degrading enzymes in a hemibiotrophic pathogen.,Molecular biology and evolution,"Brunner PC, Torriani SF, Croll D, Stukenbrock EH, McDonald BA","Zymoseptoria tritici is an important fungal pathogen on wheat that originated in the Fertile Crescent. Its closely related sister species Z. pseudotritici and Z. ardabiliae infect wild grasses in the same region. This recently emerged host-pathogen system provides a rare opportunity to investigate the evolutionary processes shaping the genome of an emerging pathogen. Here, we investigate genetic signatures in plant cell wall degrading enzymes (PCWDEs) that are likely affected by or driving coevolution in plant-pathogen systems. We hypothesize four main evolutionary scenarios and combine comparative genomics, transcriptomics, and selection analyses to assign the majority of PCWDEs in Z. tritici to one of these scenarios. We found widespread differential transcription among different members of the same gene family, challenging the idea of functional redundancy and suggesting instead that specialized enzymatic activity occurs during different stages of the pathogen life cycle. We also find that natural selection has significantly affected at least 19 of the 48 identified PCWDEs. The majority of genes showed signatures of purifying selection, typical for the scenario of conserved substrate optimization. However, six genes showed diversifying selection that could be attributed to either host adaptation or host evasion. This study provides a powerful framework to better understand the roles played by different members of multigene families and to determine which genes are the most appropriate targets for wet laboratory experimentation, for example, to elucidate enzymatic function during relevant phases of a pathogen's life cycle."
Illumina Hiseq,2013,2013/3/1:2013/3/31,23519614,3643591,https://www.ncbi.nlm.nih.gov/pubmed/23519614,Translating mRNAs strongly correlate to proteins in a multivariate manner and their translation ratios are phenotype specific.,Nucleic acids research,"Wang T, Cui Y, Jin J, Guo J, Wang G, Yin X, He QY, Zhang G","As a well-known phenomenon, total mRNAs poorly correlate to proteins in their abundances as reported. Recent findings calculated with bivariate models suggested even poorer such correlation, whereas focusing on the translating mRNAs (ribosome nascent-chain complex-bound mRNAs, RNC-mRNAs) subset. In this study, we analysed the relative abundances of mRNAs, RNC-mRNAs and proteins on genome-wide scale, comparing human lung cancer A549 and H1299 cells with normal human bronchial epithelial (HBE) cells, respectively. As discovered, a strong correlation between RNC-mRNAs and proteins in their relative abundances could be established through a multivariate linear model by integrating the mRNA length as a key factor. The R(2) reached 0.94 and 0.97 in A549 versus HBE and H1299 versus HBE comparisons, respectively. This correlation highlighted that the mRNA length significantly contributes to the translational modulation, especially to the translational initiation, favoured by its correlation with the mRNA translation ratio (TR) as observed. We found TR is highly phenotype specific, which was substantiated by both pathway analysis and biased TRs of the splice variants of BDP1 gene, which is a key transcription factor of transfer RNAs. These findings revealed, for the first time, the intrinsic and genome-wide translation modulations at translatomic level in human cells at steady-state, which are tightly correlated to the protein abundance and functionally relevant to cellular phenotypes."
Illumina Hiseq,2013,2013/3/1:2013/3/31,23526982,3603966,https://www.ncbi.nlm.nih.gov/pubmed/23526982,Seasonal and regional differences in gene expression in the brain of a hibernating mammal.,PloS one,"Schwartz C, Hampton M, Andrews MT","Mammalian hibernation presents a unique opportunity to study naturally occurring neuroprotection. Hibernating ground squirrels undergo rapid and extreme physiological changes in body temperature, oxygen consumption, and heart rate without suffering neurological damage from ischemia and reperfusion injury. Different brain regions show markedly different activity during the torpor/arousal cycle: the cerebral cortex shows activity only during the periodic returns to normothermia, while the hypothalamus is active over the entire temperature range. Therefore, region-specific neuroprotective strategies must exist to permit this compartmentalized spectrum of activity. In this study, we use the Illumina HiSeq platform to compare the transcriptomes of these two brain regions at four collection points across the hibernation season: April Active, October Active, Torpor, and IBA. In the cerebral cortex, 1,085 genes were found to be differentially expressed across collection points, while 1,063 genes were differentially expressed in the hypothalamus. Comparison of these transcripts indicates that the cerebral cortex and hypothalamus implement very different strategies during hibernation, showing less than 20% of these differentially expressed genes in common. The cerebral cortex transcriptome shows evidence of remodeling and plasticity during hibernation, including transcripts for the presynaptic cytomatrix proteins bassoon and piccolo, and extracellular matrix components, including laminins and collagens. Conversely, the hypothalamic transcriptome displays upregulation of transcripts involved in damage response signaling and protein turnover during hibernation, including the DNA damage repair gene RAD50 and ubiquitin E3 ligases UBR1 and UBR5. Additionally, the hypothalamus transcriptome also provides evidence of potential mechanisms underlying the hibernation phenotype, including feeding and satiety signaling, seasonal timing mechanisms, and fuel utilization. This study provides insight into potential neuroprotective strategies and hibernation control mechanisms, and also specifically shows that the hibernator brain exhibits both seasonal and regional differences in mRNA expression."
Illumina Hiseq,2013,2013/3/1:2013/3/31,23527280,3603954,https://www.ncbi.nlm.nih.gov/pubmed/23527280,Characterization and comparative profiling of miRNAs in invasive Bemisia tabaci (Gennadius) B and Q.,PloS one,"Guo Q, Tao YL, Chu D","MicroRNAs (miRNAs) are small, conserved, non-coding RNAs that post-transcriptionally regulate gene expression. Bemisia tabaci (Gennadius) B and Q are two invasive and dominant whiteflies, and B. tabaci Q has been displacing B in China. Differences in biological traits (fecundity, host range, resistance to insecticides, etc.) as affected by miRNAs might be involved in the displacement. In this study, we performed high-throughput sequencing to identify miRNAs in B. tabaci B and Q."
Illumina Hiseq,2013,2013/3/1:2013/3/31,23527303,3603938,https://www.ncbi.nlm.nih.gov/pubmed/23527303,Alternative processing of the U2 small nuclear RNA produces a 19-22nt fragment with relevance for the detection of non-small cell lung cancer in human serum.,PloS one,"Mazières J, Catherinne C, Delfour O, Gouin S, Rouquette I, Delisle MB, Prévot G, Escamilla R, Didier A, Persing DH, Bates M, Michot B","RNU2 exists in two functional forms (RNU2-1 and RNU2-2) distinguishable by the presence of a unique 4-bases motif. Detailed investigation of datasets obtained from deep sequencing of five human lung primary tumors revealed that both forms express at a high rate a 19-22nt fragment (miR-U2-1 and -2) from its 3' region and contains the 4-bases motif. Deep sequencing of independent pools of serum samples from healthy donors and lung cancer patients revealed that miR-U2-1 and -2 are pervasively processed in lung tissue by means of endonucleolytic cleavages and stably exported to the blood. Then, microarrays hybridization experiments of matched normal/tumor samples revealed a significant over-expression of miR-U2-1 in 14 of 18 lung primary tumors. Subsequently, qRT-PCR of miR-U2-1 using serum from 62 lung cancer patients and 96 various controls demonstrated that its expression levels identify lung cancer patients with 79% sensitivity and 80% specificity. miR-U2-1 expression correlated with the presence or absence of lung cancer in patients with chronic obstructive pulmonary disease (COPD), other diseases of the lung - not cancer, and in healthy controls. These data suggest that RNU2-1 is a new bi-functional ncRNA that produces a 19-22nt fragment which may be useful in detecting lung cancer non-invasively in high risk patients."
Illumina Hiseq,2013,2013/3/1:2013/3/31,23527276,3602303,https://www.ncbi.nlm.nih.gov/pubmed/23527276,Thermo-regulation of genes mediating motility and plant interactions in Pseudomonas syringae.,PloS one,"Hockett KL, Burch AY, Lindow SE","Pseudomonas syringae is an important phyllosphere colonist that utilizes flagellum-mediated motility both as a means to explore leaf surfaces, as well as to invade into leaf interiors, where it survives as a pathogen. We found that multiple forms of flagellum-mediated motility are thermo-suppressed, including swarming and swimming motility. Suppression of swarming motility occurs between 28° and 30 °C, which coincides with the optimal growth temperature of P. syringae. Both fliC (encoding flagellin) and syfA (encoding a non-ribosomal peptide synthetase involved in syringafactin biosynthesis) were suppressed with increasing temperature. RNA-seq revealed 1440 genes of the P. syringae genome are temperature sensitive in expression. Genes involved in polysaccharide synthesis and regulation, phage and IS elements, type VI secretion, chemosensing and chemotaxis, translation, flagellar synthesis and motility, and phytotoxin synthesis and transport were generally repressed at 30 °C, while genes involved in transcriptional regulation, quaternary ammonium compound metabolism and transport, chaperone/heat shock proteins, and hypothetical genes were generally induced at 30 °C. Deletion of flgM, a key regulator in the transition from class III to class IV gene expression, led to elevated and constitutive expression of fliC regardless of temperature, but did not affect thermo-regulation of syfA. This work highlights the importance of temperature in the biology of P. syringae, as many genes encoding traits important for plant-microbe interactions were thermo-regulated."
